transcript_id,guest_name,gender,passage_id,passage,passage_words
IFF-011,Muse Greenwood,Female,IFF-011#P15,"one of the things I've learned really quickly, if anybody saw that I was of African descent, so I should mention I was raised in Hawaii, so I have Polynesian culture, not heritage and if you're from the state of Hawaii, that's very normal, so that is my culture, I'm African descent, my grandmother is where Iroquois, or was Iroquois, bless her, Iroquois Indian, First Nations, from the Seneca tribe, so I have, and then I also have Welsh, you know, it's a very common story for an African descent, so I have this roundedness, I've lived in Ohio, 16 years, I'm now in Canada, so I did not think until I put my picture on that people would think a book written by someone black was only for black people",131
IFF-011,Muse Greenwood,Female,IFF-011#P16,i just took the picture off i just you know that was that that's the only solution i i was too big of an education curve right it was too much to to go up against that um and you see that in university too i mean i i've had professors when i was writing on things one asked me why are you doing that and i thought i don't i,71
IFF-011,Muse Greenwood,Female,IFF-011#P17,"how do i overcome it i took my picture off I focus on content, I focus on content, I focus on content and I just drive and keep networking with people and when people need the information and you'll find even my articles except for my profile on LinkedIn, there's very few pictures, I just drive on content. Absolutely. My personal branding is, and I'm just starting to this year, because we are overcoming these hurdles, and there's an open conversation about systemic racism. I am starting to put my image back on, but I focus on content so much. My personal branding is really based on my approach and styles and the way that I care.",117
IFF-011,Muse Greenwood,Female,IFF-011#P18,"I would rely on my passion so much. So, I would say rely on your passion to overcome obstacles. That is so vital. And that know that every single thing you do in your life can serve you. There's nothing you've collected in your backpack that won't serve you. Even the things that you need to disregard will serve you because some days you have to wake up to our own biases and our own narrow thoughts. So, I would say remember to pack well, get rid of the things you don't need. And also, let that passion be your sneakers, you know, let your passions keep you going.",109
IFF-012,Anita Huberman,Female,IFF-012#P1,"Well, I started at the Surrey Board of Trade when I was 19 years old. I worked my summers one day a week in order to pay for tuition for university. And when I graduated with a bachelor's degree in communications, minor in European history from Simon Fraser University, I actually left the Board of Trade for a little bit, went to work for the Royal Bank for a year, almost a year, in their customer service management program and discovered banking wasn't for me. The Board of Trade was hiring and I got the job again and started from the front desk position and worked my way up to executive assistant, events manager, operations manager.",116
IFF-012,Anita Huberman,Female,IFF-012#P2,"And at the age of 32 I applied for the top job and it was very, you know, it wasn't something that was normal for a young lady, a South Asian woman to apply for such a prestigious position. But I did it. I worked really hard. I got the job. It was really hard to get through four or five different interviews with the Board of Directors. At the time I worked 12, 14 hour days in order to ensure that I was able to rebuild the organization and build our profile and build the profile of Surrey.",99
IFF-012,Anita Huberman,Female,IFF-012#P3,"It was the ability to be entrepreneurial, to do something different every single day. Every day is not normal, it's not, you know, you come in at nine and the day ends at five. You're interfacing with different stakeholders, different politicians. You're creating entrepreneurial opportunities to drive our organization. Even though we're a not-for-profit, I run the organization like a business. And so every single day, every single month is very different because I'm very driven, I'm very ambitious, and I want to make sure that we differentiate ourselves from the competition.",92
IFF-012,Anita Huberman,Female,IFF-012#P4,"Well, in the beginning, the challenges were I was the only woman around the corporate table, most times, or around the board table. I was a woman that was young. I was of South Asian origin. I was the first South Asian to actually lead a board of trade chamber of commerce in Canada. There's 450 of us altogether. And the other challenge that I faced is, you know, I come from, you know, working hard to get to where I want to be. I don't come from an established family or political ties. So I really had to build my brand and to show that, you know, I could do what was needed to be done, that I had the ideas to connect the dots and create some leadership oriented initiatives to really drive our economy locally, provincially, and nationally.",141
IFF-012,Anita Huberman,Female,IFF-012#P5,"Well, the only aspect, as indicated, really the fact that I had to prove myself. And, you know, there's nothing wrong with that. You know, certainly in any position that you start right from the beginning, you wanna be able to prove yourself. But, you know, when you're a woman, when you are a woman of multicultural background, there are challenges related to that. And people see you differently. They see you through a different lens. But you have to push past that. And, you know, it was challenging. You know, you have to make sure that you don't let emotions get into play either, that you focus on the facts and you drive forward. And I've learned that along the journey.",122
IFF-012,Anita Huberman,Female,IFF-012#P6,"Well, certainly you have a gut-based reaction on how to act and move forward, but you do have to gather the facts, and you have to gather it from all perspectives in order to make that decision. You just can't act emotionally to anything, and whether that's in your professional life, even in your personal life, you have to gather the facts, and that really is the way forward for any decision that you make in your life.",78
IFF-012,Anita Huberman,Female,IFF-012#P7,"Well, I think in my role as a CEO, you know, my opportunity is always to speak to women about that they can aspire to, things that they can achieve within their life. And I've been a mentor to so many women, you know, just simply listen to some of our female members that have asked to speak with me to get some guidance, whether it's in their business or with even within their own personal lives. Sometimes, you know, some women, they do just need someone to talk to in order to get to that next level. And I think every female leader has an obligation to be a mentor, to be able to listen, to offer advice.",119
IFF-012,Anita Huberman,Female,IFF-012#P8,"like sometimes it's like being a politician. You're trying to instigate change at different levels of government. You're listening to different stakeholders, businesses, residents, understanding what their needs are and trying to create results for them. So you are being pulled in so many different directions as a community leader and you need to instigate initiatives, you need to act on or respond to a variety of issues at any given time. I mean, for example, on a daily basis in my head are 50 to 60 different issues that I have to respond to or connect the dots for or strategize. That's the difference between driving change at the community level to being a leader within, you know, just a company, which is also challenging too.",127
IFF-012,Anita Huberman,Female,IFF-012#P9,"Well, the challenge that I would say to all students is that as you're nurturing your skills, as you're learning the knowledge towards whatever career or entrepreneurial journey that you want to embark on, you need to ensure that you're also developing your soft skills. And that is the face-to-face communication, that is the written, the verbal, establishing a rapport with your clients. All of those are just so important, and we're all salespeople to a certain extent, and I always say the only way to make a sale is by developing a relationship. And you can really only do that face-to-face, not through technology or by texting or by emailing.",111
IFF-013,Lili Molavi,Female,IFF-013#P1,"I had the perfect life. You know, I was traveling around the world. I had my family. I got my MBA. I have created my second business, a management consulting firm. And I had the opportunity to work with more than 3000 employees in a big multinational companies like Shell, Sanofi, Aventis, and Renault, something happened. I wasn't happy due to my health challenges.",64
IFF-013,Lili Molavi,Female,IFF-013#P2,"one day I read an article in the North Shore News that one person has seen cancer patients gets well with nutrition and natural medicine. So I phoned her, I met up with her and then she became my mentor. And she saw the passion in me and she advised me with some natural medicine that changed my life. Nothing had helped me up till then the way that those things helped me.",73
IFF-013,Lili Molavi,Female,IFF-013#P3,"I bought two health food stores and then the health works became my fourth business as an entrepreneur. Yeah, so I became a registered nutritionist and because I really wanted to understand my own body and then, you know, I worked with so many other practitioners like Ayurvedic medicine, naturopedic doctors, homeopaths, and I told myself if I can help myself manage those symptoms, I can help other people.",69
IFF-013,Lili Molavi,Female,IFF-013#P4,"Writing a book, it was a true calling and I wanted to share those experiences of my own healing journey and my clients who, you know, I see miracle stories happen in our store. It's like, yeah, I get so inspired when someone comes into the store and tell me, oh, that helped, you changed my life and that kind of, you know, changed the whole thing for me, you know, in a day.",74
IFF-013,Lili Molavi,Female,IFF-013#P5,"Working in high pressure corporation projects deadline, it gave me kind of stress and anxiety. I grew up in war and revolution in my back country, but when I came to Canada, I found my healing place. So that's my, you know, another business that I had was like a wellbeing center. So that was a transition from a corporation background into a retail business ownership for me.",68
IFF-013,Lili Molavi,Female,IFF-013#P6,"I learned in business how to managing people and then how the world works and how you can become rich. Right? Everybody is looking after money, but then if you don't have the health, nothing works.",36
IFF-013,Lili Molavi,Female,IFF-013#P7,"I've been able to, you know, practice so many holistic healing practices in my own personal life, including like meditation, yoga, walking in the forest. So I would love to share these experiences with people and help more and more.",40
IFF-013,Lili Molavi,Female,IFF-013#P8,"I have built a space that I hold the space strong for people. So I need to do a lot of self care out of the business whenever I'm not in the store. When I'm here, I'm grounded. So I kind of provide the space, my ears are quite like, I'm just a listener when people come in, I just allow them to just talk with me about anything that they come in.",73
IFF-013,Lili Molavi,Female,IFF-013#P9,this is my fourth or fifth business and just I created my businesses out of my own challenges and then I followed my passion. So this is one piece of advice that I give to young entrepreneurs.,37
IFF-013,Lili Molavi,Female,IFF-013#P10,I have put my life into my business so that I can keep my doors open and serve my community.,20
IFF-013,Lili Molavi,Female,IFF-013#P11,"I love to help people. I'm finishing my coaching certificate, you know, overall life coaching as well because I think like right now there's so much room to help, you know, people find their way through these challenging times. So I would love to help.",45
IFF-014,Mariam Mobini,Female,IFF-014#P1,"I got my training with a behavior designer, BJ Fogg, who's a professor at Stanford at the Behavior Design Lab. So often most of the connection comes from recommendation from there or the transformative technology lab that I'm part of as part of Stanford as well, and also the Peace Innovation Lab. So they find out about the work that we're doing through these three labs at Stanford, and our work is really the intersection of these three labs.",79
IFF-014,Mariam Mobini,Female,IFF-014#P2,"for myself, you know, like if I want to, or you know, we're approaching New Year, and it's a good time, like everyone start doing like New Year's resolution, want to build healthier habits. And perhaps like you buy the, let's say the latest Fitbit, and you think that you're going to buy that, and you're going to become super motivated, and you're going to lose weight",67
IFF-014,Mariam Mobini,Female,IFF-014#P3,"for example, like during the pandemic, I was like, yeah, I'm gonna, you know, I want to eat healthier. I want to juice. But, you know, I can't just keep sitting here and say I want to juice when I don't have the tool, right? So the first thing I got to do, like, I need to make the behavior easier for myself. So what do I do? I just order a juicer, which is like a really good one, right?",81
IFF-014,Mariam Mobini,Female,IFF-014#P4,"I think one of the biggest lesson that I gained, you know, having my own startup and working in this field is not wanting external validation. Okay, so, so forget about external validation, you know, is that you did because there's so far, because each of us, we have like our background and our thinking is very unique to us.",60
IFF-014,Mariam Mobini,Female,IFF-014#P5,"I would like wanting to mentors or like, you know, someone who has a higher status or thinking that someone just because they graduated from MIT or Stanford or wherever that, you know, like, I need their approval, approve my idea in order for me to actually go ahead and execute that idea. And actually, you waste a lot of time if you're doing that.",65
IFF-014,Mariam Mobini,Female,IFF-014#P6,"it's been only a year that I stopped doing this. Okay. So is that I would like wanting to mentors or like, you know, someone who has a higher status or thinking that someone just because they graduated from MIT or Stanford or wherever that, you know, like, I need their approval, approve my idea in order for me to actually go ahead and execute that idea.",67
IFF-014,Mariam Mobini,Female,IFF-014#P7,"I see my students even that they, they look at me and they say, okay, is this idea good or not, right? Should I do it or not? And I, you know, I tell them that, you know, it's like, if you can make a case, and if you, you know, you just go ahead and do it",58
IFF-014,Mariam Mobini,Female,IFF-014#P8,"not needing that external validation, I think is so empowering, that you just look at yourself and see that, okay, you know, I, anything that I want to create, I can just create it on my own. And of course, yeah, you need the help of your community and everything, but you need to be, no one knows what's going on in your head",64
IFF-015,Shireen Saleh,Female,IFF-015#P1,"Yeah, so I'm kind of boring. I'm just a Midwestern girl. I was raised in Michigan and Illinois and those parts and I live in Mississippi now. I moved here almost well almost 40 years ago now and I am one of these people that's been in IT forever since IT pretty much started. Yeah, my first computer I worked on is in the Smithsonian, not the exact computer but certainly uh you know the exact model but I've been in this industry for about 40 years in some shape, form or fashion. I still break out of the command line interface sometimes though, you know, having to die hard.",110
IFF-015,Shireen Saleh,Female,IFF-015#P2,"Well, you know, it's probably more different on the customer side than anybody that works with us just because, you know, now you're doing everything online and you're convincing people of your services online and you get Zoom fatigue just like a lot of folks do and people get tired of staring at cameras and being on computers all day. And, you know, I think that's one sort of the downside.",71
IFF-015,Shireen Saleh,Female,IFF-015#P3,"Well, you know, that's one of the things that's really been floating around here, especially with Silicon Valley. There's a mass exodus out of Silicon Valley right now because the cost of living is not sustainable. And for companies, they're like, absolutely go work from anywhere, we're going to cut your pay. You know, so it's more in line with the region in which you live.",66
IFF-015,Shireen Saleh,Female,IFF-015#P4,"Well, I'll give you a really good example. And this is one that shouldn't be difficult at all, right? I did some work with a company over in the UK. And because my company is relatively new, my bank account hadn't been open long enough for me to wire the money.",51
IFF-015,Shireen Saleh,Female,IFF-015#P5,"So to me, the best way that you can do that is take any project and put it in very small, digestible chunks. So your exposure is not throughout the entire project. That there are written into the contract, performance, responsibilities and guarantees at certain levels. But, you know, you want to limit your exposure.",55
IFF-015,Shireen Saleh,Female,IFF-015#P6,"I will tell you this, having traveled as much as I've traveled, I've got like 4 million miles going all over the planet. So I could say this with pretty decent authority, but going around the globe, people want the same things. We want a safe place to raise our kids. We want to provide a decent income and decent living for our kids.",64
IFF-015,Shireen Saleh,Female,IFF-015#P7,"Yeah, so that really depends on the banking system, and that's going to be totally different. That's why I think a lot of companies have wholly owned subsidiaries in other countries, because it's easier to pay those employees in country with in-country currency than it is, and it gets to be really tricky. So for instance, a company that I used to work for had a lot of global companies, and depending on the exchange rate, people's money was very, very different, right?",83
IFF-015,Shireen Saleh,Female,IFF-015#P8,"Um, so I would say that if you try a job first and you don't like it, don't leave the industry, look around you, especially in tech, there's a million things you can do from coding to marketing to sales to, you know, there's just a million things out there. I've got a podcast that is careers for women trades and vets in tech.",64
IFF-015,Shireen Saleh,Female,IFF-015#P9,"And I think that it also is a really good opportunity, especially for, for students to find a mentor, find somebody that will tell you straight, tell you when you're full of it, tell you when you're doing the right thing, help groom your career and figure out where you want to go, because if you start going through your career and all of your steps, even in school without a clear idea of where you're going to go, you're going to get lost and founder around a bit",89
IFF-015,Shireen Saleh,Female,IFF-015#P10,"Like I have students reach out to me on LinkedIn all the time for advice. You know, how do I, I've been in the facility side of tech and I want to get into coding, what are your recommendations? Or I want to, I've been in coding and I want to get out of coding. What are your recommendations? How do you do that? And don't be afraid to ask.",70
IFF-016,Carrie Goetz,Female,IFF-016#P1,So I've read a lot of software in the past and I'll tell you a story. So years ago I developed this product called GrocerEasy and this software had a bar code scanner so as you use groceries you scan it in and it would add it to a grocery list and it would sort it by aisle order of the grocery store that you wanted to go to. It would transmit that order to the grocery store so the grocer could fill that order for you and would also figure out what products you're buying from the competition because obviously he wouldn't have those on the shelf or she and then it tied in to prescriptions and birthday cards and all that stuff so you could do all that kind of stuff at the same time and you could decide if you wanted to pick out your own meat and vegetables for instance it would fill all the rest of your grocery order and have it ready there so you could add your stuff to it and do a quick check out and this was about 10 years ago and we marketed it to a lot of the grocers and they said oh you know nobody's ever gonna let somebody pick out their own groceries nobody's gonna do a grocery service it's never gonna happen the pharmacy said oh you can't do you know there's privacy laws we can't do drive-up pharmacy that's that's never gonna work we're never gonna cross that hurdle and I would be a millionaire now if that had gone you know there's times when there's times when things are innovative and you decide when you want to bite there's times when you don't but if that it was around if I if I hadn't been so far ahead of my time pretty amazing pretty amazing,311
IFF-016,Carrie Goetz,Female,IFF-016#P2,"I would say that probably the most difficult to start is working with new companies that don't know what they want and trying to really help them start out. What they were, cause you don't know, right. If you don't know enough to ask an intelligent question, then you're stuck. And so part of this is really sitting down and working with the business goals and figuring out what the goals of the business are, and then making those suggestions, but sometimes, especially with people that are very new to business. They haven't really considered the full frame of what a business needs to operate. And so it's difficult for them to really branch out and really figure out what they need and prioritize that in any semblance. So that can be the tricky part.",135
IFF-016,Carrie Goetz,Female,IFF-016#P3,"Well, I think you just have to break it down and be honest with them. You know, cloud is a good example. There's a lot of CEOs that decided they were going to go cloud first because they read it in a PC magazine. And, you know, if if the Wall Street Journal or something said it was good, then that's going to be the way that it goes. And, you know, in some cases, it's like, well, you don't really want to do that because if you look at the cost for what you're doing, it's going to be exorbitant. And they decide to do that anyway. And, you know, sometimes it's like kids when you just have to let a kid, you know, climb up there, you're going to fall and you're going to break your neck. You know, sometimes you just got to let them climb up there and fall. Maybe not break their neck. You know what I mean? You know, sometimes you have to let them make their mistakes.",174
IFF-016,Carrie Goetz,Female,IFF-016#P4,"when you would rather gouge your eye out with a spoon than talk to your customer, it's a good time to know that it's a good time to walk away. I mean, there's some points where it's just, it doesn't really matter what you say, it seems futile. And they're few and far between, but there are some people that are just so set in their way that you wonder why they hired you to start with. And, you know, and you just have to walk away when you don't feel that you're being effective, just like when you find out a piece of software is not working, you know, it's when it's not doing what it's intended to do. And so if the relationship is just not, and I've only walked away from two customers, but, you know, sometimes you just have to make that decision. Like I said, those are the ones you wish on your best competition and let them do that for a while.",168
IFF-016,Carrie Goetz,Female,IFF-016#P5,"no, I would just say that, you know, sometimes you have to jump in with both bare feet and roll your sleeves up and, you know, make something work and don't be afraid to try something that that's new and different that you know, nothing about just because that's how we learn and everybody's ignorant. So you learn.",58
IFF-016,Carrie Goetz,Female,IFF-016#P6,"Well, and I will say this too, especially since there's a lot of students listening to the broadcast, starting today, keep a journal of everything that you do that you feel proud of. And I say that because one day you're going to have a down day and it's good to be able to go back and look at that journal. But when you're trying to sell yourself to an employer or you're trying to get a raise, you need to be in the habit of doing that because five years from now, you're not going to remember that you did that. But five years from now, it might be everything that gets you a raise. So start journaling your attaboys and when you feel good about yourself and keep that list up from now until the day you retire.",140
IFF-016,Carrie Goetz,Female,IFF-016#P7,"A lot of it is word of mouth. Thankfully, we have a lot of good contacts in the industry. And then we also are just bringing on a new system that helps identify customers using some AI. So that hopefully that knocks out some of the legwork and cold calling and stuff for us. If we could find some students that wanted to do business development, we'd bring those on as interns for sure and make sure that they were funded well out of whatever contracts they bring to the table. But I think you just have to be creative. I think there's good business development people. We certainly do a lot with strategic partnerships and relationships. So we have people that are complimentary in what they do to what we do. And sometimes we go after business together. Sometimes we feed them business. Sometimes they feed us business. And it just makes for good partnerships that way.",158
IFF-017,Anita Huberman (repeat guest),Female,IFF-017#P1,"from my perspective, no, because we have a comprehensive free trade agreement with the European Union. That's been finalized and that means our borders are open, tariffs are down when it comes to agri-products. But the problem, the challenge is that Canadian businesses don't understand the meaning, the intrinsic detail related to these free trade agreements to realize the opportunities. Government tries, you know, we try as well, but businesses are very risk-adverse in terms of doing business internationally. Canadian businesses are risk-adverse and so we're trying to change that culture, we're trying to build those opportunities, build that knowledge",100
IFF-017,Anita Huberman (repeat guest),Female,IFF-017#P2,"We did, on the Surrey Board of Trade, we did take a trade mission to Dubai, the United Arab Emirates, some time ago. But, you know, you really need to have the BC government to have a focus on it, and they have it. It's an opportunity. And we've certainly been saying that. Don't only focus on China and India, important markets, but there needs to be diversity within our global partners, like there is diversity within our industries in British Columbia.",82
IFF-017,Anita Huberman (repeat guest),Female,IFF-017#P3,"So we've had a variety of immigrants start their businesses through the business center at the Surrey Board of Trade. And so, for example, there's a company that actually originates in the Middle East. He brought his family to Surrey, and he has a very diverse sector, you know, different products that he exports and imports between our two countries. But he started at the Surrey Board of Trade, where, you know, he needed to start his business, so he needed support in that. He needed support in terms of connections. He needed support in terms of, you know, businesses abroad that could help him. So we offered all of that through our business and our trade center.",118
IFF-017,Anita Huberman (repeat guest),Female,IFF-017#P4,"So over the years, you know, I would say there's been many newcomers that have started their businesses and played a role in trading from their country of origin. But, you know, there really needs to be more of a structured plan around immigrant entrepreneurship, and that's something that we can work on more and that we need to work on more here at the Surrey Board of Trade.",69
IFF-018,Ingrid Polini,Female,IFF-018#P1,"I was trying to find a way I was like, Okay, how can I find this, a program that will understand the needs that that I do have a company in Brazil that is successful. And I have to do a spin off here in Canada, but also like completely, I could look at the market and maybe not find anything like I was open for that, right. So I needed some of that process of market fed.",78
IFF-018,Ingrid Polini,Female,IFF-018#P2,"Of course, I think there's a lot. I've learned a lot with pitching investors and just doing or like just going to pitch competitions and learning and like what not presenting myself, but what did those people show? So there's a lot of content online is like how did big companies like Airbnb when they were a startup, they were, you know, pitching, how did they pitch? What was the order? There's a lot online that can be fine about that. And that's how I, I kind of constructed my pitch.",91
IFF-018,Ingrid Polini,Female,IFF-018#P3,"A couple things that I really worried about was making sure so that we could differentiate from other startups in the sense of we have capital from Brazil that we want to invest in Canada. So it's not that we're just looking for investors, we also have our own capital that we can invest in the Canadian market, as well as we do have the five years of experience in a platform that is made.",75
IFF-018,Ingrid Polini,Female,IFF-018#P4,"People are very helpful. Like they really like to help startups, especially in the environment that I've seen in Canada. So I would contact like, hey, could I have 50, not even 30, 15 minutes of your time to ask you a couple of questions, I'm doing a startup right now. And they would usually say yes, or like a couple of weeks from now, they're very open to help those companies.",72
IFF-018,Ingrid Polini,Female,IFF-018#P5,"I have mentors that came from one of the accelerator programs. Then now he checks in with me basically weekly because I asked him to. It's like, hey, can you really mentor me because he's a very good contact for me to have. And then other startups that are not doing that. So they give you the opportunity and then it goes to you to use that opportunity or not to network with those people.",75
IFF-018,Ingrid Polini,Female,IFF-018#P6,"So she's older. She has been in the market for 25 years. She is very well known in the Brazilian market. So we really do. And we always have a joke that we don't play with egos. So if we see, for example, we have a client that is a little bit from an older generation, we would usually send her instead of me, because that usually has more acceptance. Well, if we're talking to accelerator programs or investors, they we usually send me because that's like they like to see the like the young and, you know, profession and kind of stuff.",103
IFF-018,Ingrid Polini,Female,IFF-018#P7,"I would be a little bit careful with associations. There's so many out there. And I would like to do is vetting with the people that I know is like, hey, do you know this one? Is it a good one? And then getting those peer evaluations. So the mentor associations are a very good way of meeting other peers and having those connections with other women and depending on the industry.",72
IFF-018,Ingrid Polini,Female,IFF-018#P8,I am a mentor for one of the associations here in Canada which is the Women in Technology and Communications. And so you can participate on the environment as well just by being a mentor and having someone mentoring you. It's a very nice way to meet people as well.,50
IFF-018,Ingrid Polini,Female,IFF-018#P9,"I think that there's a lot of, still a lot of implicit bias when you have a woman talking about technology that don't necessarily expect you to know the intricacies of your software, even though like me as a CEO, if someone, they usually say, oh, can I talk to someone from your team that is technical? And I was like, well, you can ask me if I can't answer, I can bring someone from my team for that.",79
IFF-018,Ingrid Polini,Female,IFF-018#P10,"I find way less, I am able to connect with more people without that bias being an issue in the sense of like, I have a lot of mentors here, I have a lot of new connections, like other startup CEOs that are peers and they ask me for advice, which is something that is not, it doesn't happen as often in Brazil unless you're like a very big woman in that specific sector.",74
IFF-019,Shireen Saleh,Female,IFF-019#P1,"Now, talking about myself, a little bit about myself, moved to Canada with my family in 2003. While I was doing my PhD at Edinburgh in Scotland, doing applied linguistics, and I was an associate professor at Tehran University, when I moved to Canada, I had to choose which one, which way I want to go, and it was always my dream to study MBA, always. And then I thought, okay, this is the opportunity. I'm gonna find the school, but then I had to be honest, GMAT was so hard for me. I knew that I'm not gonna pass GMAT. So I found a university where I could just skip GMAT, and that was Royal Roads University.",118
IFF-019,Shireen Saleh,Female,IFF-019#P2,"So as soon as I finished, well, I was, I actually, I did not finish it. So I was towards the end of my course degree, then I decided to send my home, and then I thought, okay, getting a license for real estate is super easy for me. Why not get one more license? And then I was thinking also going for my PhD, and then I remember one of my instructors, Stephanie, she used to teach environmental studies, and then she said, Shireen, you gotta stop getting degrees, and after the degrees, stop it. You go to work, and then do some work, and then if you really feel that you wanna go to education, and then research field, get your PhD. And then it was one of the best advices that I ever had.",137
IFF-019,Shireen Saleh,Female,IFF-019#P3,"I got into the market, got my real estate license. For a couple of years, I worked with a company, but it was from day one, it was my dream to have my own company where I can implement my own values, and then corporate culture, which is very important, and then the main corporate culture, which was missing, and it's missing in many huge companies, is the Phoenix. People are just numbers. People are not considered as human. That was something that I really wanted to have, and then I'm so proud of having my company where I have more than 40, actually, we are 45, then we are so close to each other. We work like a family, and I'm proud of that achievement.",126
IFF-019,Shireen Saleh,Female,IFF-019#P4,"I'm a mother of two, grandmother of would-be three. Still with my husband. I was in Westman, haven't moved out. Westman is my, I think I'm gonna stay there. It is perfect for somebody who is workaholic like me. People say that, well, I love working with a realtor because it gives me the autonomy of time, autonomy of choosing my schedule, but there's absolutely no autonomy. You have to work slave of the market, slave of the business. So whoever wants to dedicate his time to clients and then to work, it's a great business. It's great to be working as a realtor. For me, it works perfectly. My kids are grown up. My husband is super, super cooperative, supportive. It works for me. Last night, I left office at 1.30 in the morning, and it's quite common for me.",141
IFF-019,Shireen Saleh,Female,IFF-019#P5,"Well, talking about myself, as I mentioned, and my background is in education, in education, as you can allude to, I mean, you're professors, associate professors, and you know that your social status is really high. But when you come and work as a salesperson, especially if you're a realtor, your social status, all of a sudden goes down below. So my biggest challenge is every time I encounter with any person who doesn't know me, I have to prove to the person that, hey, I'm trustworthy. I'm somebody who you can rely on. I'm not here just to sell you. That is my biggest challenge. Because with my background, when you go to university, you never tell your students, hey, trust me, I'm not here to sell you something.",130
IFF-019,Shireen Saleh,Female,IFF-019#P6,"Yeah, being a salesperson, the main role that we have is to know people, to get to know people and to have an understanding of psychology of people. And then this is actually one of the beauties of our job is we get very close to people. We go to their home, we sit together, we even have lunch or dinner together. And then we really learn about the client, what they want, what is their lifestyle, and then what is it that they make them very happy.",88
IFF-019,Shireen Saleh,Female,IFF-019#P7,"So I was born and raised in a country with crisis. So we are very good in crisis matters. Yeah, I raised something, I'm good. Yeah, can you imagine living in a city that you don't know whether you're going to be alive the next minute or so, and then you would see the aircraft and then bombshell anyways. So with that background, and also my personality, I'm quite resilient about what's happening. I was fine, however, because I'm business owner on the business side, then the panic, over a panic, or surpass everyone, I was worried, what is going to happen to the company?",105
IFF-019,Shireen Saleh,Female,IFF-019#P8,"Realist that I knew that it's going to go back. So at times I remember that nobody wanted even to work at the company. I said, okay, I'm going to stay here. And twice, and I said, okay, now that I'm on my own, I have to work harder. Twice I had to call police because it was around three in the morning, and then we had people who wanted to break in. And then so I had to call police, but then this was during just beginning of the COVID.",91
IFF-019,Shireen Saleh,Female,IFF-019#P9,"I would say study as much as possible. It's extremely important to be knowledgeable and then think about the values you're gonna bring to the table. Think about how you're gonna help the company or the business, the industry, whoever, the community, whatever you wanna join. These are important things. I know that many people, they complain that, oh, there's not enough job or I can't find a job, oh, I've sent 100 resumes, I couldn't find a job. But I know many people who can find a job within one or two resumes.",94
IFF-019,Shireen Saleh,Female,IFF-019#P10,"Out of those 100 people, I would say, I can pick only two or three. And all of them are educated. All of them have university degrees. But what is the difference? What differentiates that two people from the crowd is their knowledge and then their passion. Passion also is important. Keep the passion as high as possible. Show the excitement, be enthusiastic. And then be enthusiastic about the life, about the future, about the work. Show it, let people get it.",82
IFF-020,Kim Kaplan,Female,IFF-020#P1,"I was one of the first people into the dating company Plenty of Fish. I was there for 10 years, oversaw product and marketing, revenue optimization. We got acquired by Match.com about five years ago now. And I stuck around for three years post-acquisition, got to work with the Match Group, which was actually a phenomenal experience in getting to work across the portfolio of companies, whether that be Tinder or OkCupid or Match, and learning from them.",78
IFF-020,Kim Kaplan,Female,IFF-020#P2,"And then I left about two years ago and spent a year and a half really advising startups, doing some angel investing myself and trying to decide what I wanted to do next. And one day I was using TikTok and came across this person's profile. And it was a Chase Rice song and they were kind of pointing it forward in production saying, what's your name, what's your sign, what's your age, where are you from? And I had this aha moment of realization that I'm like, that's a dating profile, that's a dating video.",96
IFF-020,Kim Kaplan,Female,IFF-020#P3,"And originally I was gonna go out and raise capital in March of 2020. And of course COVID hit and that kind of threw a wrench into everything. So I paused what I was doing and said, okay, what does COVID mean for our world, our society, dating, the financial markets were a little bit uncertain too. So I took a few months just to say like, do I still fundamentally believe that video dating is going to be this next wave? And then you just saw the acceleration of TikTok and you saw the acceleration of video and it made me double down on the idea.",107
IFF-020,Kim Kaplan,Female,IFF-020#P4,"For me, it's the fact that we're still small and nimble and we can pivot really quickly, more so than the larger organizations can. So I actually think we have a competitive advantage for the fact that we are small and we can quickly adapt to new opportunities. And I've spent 10 years in the dating space. There's just things that I know and that I would say I'm an expert in that a lot of other people don't know. And so really taking advantage of the fact that I have that expertise and it's just trying things out. I raised a bunch of capital and we're going to figure it out. But I'm competitive as a person and it's kind of part of my nature and I'm not worried about the incumbents in the space",136
IFF-020,Kim Kaplan,Female,IFF-020#P5,"I think to me, it really has to do with compassion and being open and honest with people about what's going on and being transparent. And we are working through what our values as an organization are right now. And we have five new people starting on Monday. So we want to make sure that they get to be included in the process of creating our values.",67
IFF-020,Kim Kaplan,Female,IFF-020#P6,"It was interesting. The one thing that a lot of people don't talk about is the process that leads up to fundraising. Everyone talks about pitching in your deck and people spend an exponential amount of time on that, but they don't talk about the process that gets you in front of people and gets timing to line up. So like my actual, from start to finish, from when I started pitching to when I had my term sheet was three weeks. But I'd spent a month prior to that getting everything ready so that as soon as I was ready to pitch, I had everyone lined up and I had 30 or 40 meetings that first week.",118
